Column,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,JobTitle,CleanedCity
9583,22178.71,MAKAWAO,HI,96768,311919,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"Celtic Bank Corporation",HI-02,"Other Snack Food Manufacturing",MAKAWAO
9584,22175.0,KOLOA,HI,96756,238310,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,"Gather FCU",HI-02,"Drywall and Insulation Contractors",KOLOA
9585,22172.0,HONOLULU,HI,96814,541618,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/28/2020,WebBank,HI-01,"Other Management Consulting Services",HONOLULU
9586,22172.0,MILILANI,HI,96789,334614,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"Cross River Bank",HI-01,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",MILILANI
9587,22165.0,"EWA BEACH",HI,96706,711510,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/08/2020,"Bank of Hawaii",HI-01,"Independent Artists, Writers, and Performers","EWA BEACH"
9588,22140.0,"KAILUA KONA",HI,96740,611710,Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,"Bank of Hawaii",HI-02,"Educational Support Services","KAILUA KONA"
9589,22115.0,WAILUKU,HI,96793,813410,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,,04/15/2020,"Bank of Hawaii",HI-02,"Civic and Social Organizations",WAILUKU
9590,22115.0,HONOLULU,HI,96814,531311,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"First Hawaiian Bank",HI-01,"Residential Property Managers",HONOLULU
9591,22100.0,HILO,HI,96720,611512,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/10/2020,"Central Pacific Bank",HI-02,"Flight Training",HILO
9592,22100.0,AIEA,HI,96701,621111,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,3.0,04/29/2020,"American Savings Bank, FSB",HI-01,"Offices of Physicians (except Mental Health Specialists)",AIEA
9593,22100.0,WAIPAHU,HI,96797,524210,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,4.0,04/10/2020,"American Savings Bank, FSB",HI-01,"Insurance Agencies and Brokerages",WAIPAHU
9594,22100.0,WAILUKU,HI,96793,531311,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/12/2020,"Central Pacific Bank",HI-02,"Residential Property Managers",WAILUKU
9595,22100.0,HONOLULU,HI,96817,424820,"Limited  Liability Company(LLC)",Asian,"Female Owned",Unanswered,,10.0,04/12/2020,"American Savings Bank, FSB",HI-01,"Wine and Distilled Alcoholic Beverage Merchant Wholesalers",HONOLULU
9596,22100.0,HONOLULU,HI,96817,722513,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,19.0,04/28/2020,"Central Pacific Bank",HI-01,"Limited-Service Restaurants",HONOLULU
9597,22100.0,HAIKU,HI,96708,541110,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,,05/15/2020,"Bank of Hawaii",HI-02,"Offices of Lawyers",HAIKU
9598,22100.0,WAIALUA,HI,96791,444220,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,4.0,04/08/2020,"American Savings Bank, FSB",HI-02,"Nursery, Garden Center, and Farm Supply Stores",WAIALUA
9599,22100.0,"KAILUA KONA",HI,96740,813319,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,5.0,05/19/2020,"American Savings Bank, FSB",HI-02,"Other Social Advocacy Organizations","KAILUA KONA"
9600,22086.0,KIHEI,HI,96753,238130,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,3.0,04/16/2020,"First Hawaiian Bank",HI-02,"Framing Contractors",KIHEI
9601,22080.0,"KAILUA KONA",HI,96740,722511,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/29/2020,"First Hawaiian Bank",HI-02,"Full-Service Restaurants","KAILUA KONA"
9602,22080.0,KAPAA,HI,96746,236117,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/29/2020,"Gather FCU",HI-02,"New Housing For-Sale Builders",KAPAA
9603,22075.0,KAHULUI,HI,96732,541512,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/28/2020,"First Hawaiian Bank",HI-02,"Computer Systems Design Services",KAHULUI
9604,22062.0,WAIPAHU,HI,96797,485991,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,6.0,04/27/2020,"Bank of Hawaii",HI-01,"Special Needs Transportation",WAIPAHU
9605,22060.0,HALEIWA,HI,96712,813110,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,6.0,05/12/2020,"First Hawaiian Bank",HI-02,"Religious Organizations",HALEIWA
9606,22055.0,HONOLULU,HI,96814,446120,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,,04/15/2020,"Bank of Hawaii",HI-01,"Cosmetics, Beauty Supplies, and Perfume Stores",HONOLULU
9607,22050.0,KAHUKU,HI,96731,236115,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,3.0,05/01/2020,"First Hawaiian Bank",HI-02,"New Single-Family Housing Construction (except For-Sale Builders)",KAHUKU
9608,22027.5,KIHEI,HI,96753,722513,"Limited Liability Partnership",Unanswered,Unanswered,Unanswered,,4.0,05/21/2020,"First Hawaiian Bank",HI-02,"Limited-Service Restaurants",KIHEI
9609,22025.0,HONOLULU,HI,96813,722513,"Limited  Liability Company(LLC)",Unanswered,"Female Owned",Non-Veteran,,,04/13/2020,"Bank of Hawaii",HI-01,"Limited-Service Restaurants",HONOLULU
9610,22000.0,HONOLULU,HI,96814,541512,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,4.0,04/29/2020,"Central Pacific Bank",HI-01,"Computer Systems Design Services",HONOLULU
9611,22000.0,HONOLULU,HI,96814,445310,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/29/2020,"Central Pacific Bank",HI-01,"Beer, Wine, and Liquor Stores",HONOLULU
9612,22000.0,WAILUKU,HI,96793,238320,"Sole Proprietorship",Unanswered,"Male Owned",Unanswered,,1.0,05/05/2020,"American Savings Bank, FSB",HI-02,"Painting and Wall Covering Contractors",WAILUKU
9613,22000.0,AIEA,HI,96701,238220,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,2.0,04/16/2020,"American Savings Bank, FSB",HI-01,"Plumbing, Heating, and Air-Conditioning Contractors",AIEA
9614,22000.0,"PEARL CITY",HI,96782,423120,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/07/2020,"Bank of Hawaii",HI-01,"Motor Vehicle Supplies and New Parts Merchant Wholesalers","PEARL CITY"
9615,22000.0,KAHULUI,HI,96732,999990,Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,"Central Pacific Bank",HI-02,,KAHULUI
9616,22000.0,HONOLULU,HI,96815,541611,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,"Central Pacific Bank",HI-01,"Administrative Management and General Management Consulting Services",HONOLULU
9617,22000.0,HONOLULU,HI,96815,541330,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,0.0,05/08/2020,"Central Pacific Bank",HI-01,"Engineering Services",HONOLULU
9618,22000.0,"KAILUA KONA",HI,96740,541618,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,7.0,04/05/2020,"American Savings Bank, FSB",HI-02,"Other Management Consulting Services","KAILUA KONA"
9619,22000.0,KAILUA,HI,96734,621111,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,1.0,05/12/2020,"American Savings Bank, FSB",HI-02,"Offices of Physicians (except Mental Health Specialists)",KAILUA
9620,22000.0,HONOLULU,HI,96816,722515,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,04/27/2020,"Navy FCU",HI-01,"Snack and Nonalcoholic Beverage Bars",HONOLULU
9621,22000.0,HONOLULU,HI,96816,541618,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Unanswered,,3.0,04/05/2020,"American Savings Bank, FSB",HI-01,"Other Management Consulting Services",HONOLULU
9622,22000.0,HONOLULU,HI,96813,541110,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,3.0,04/05/2020,"American Savings Bank, FSB",HI-01,"Offices of Lawyers",HONOLULU
9623,22000.0,HONOLULU,HI,96815,541310,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/06/2020,"American Savings Bank, FSB",HI-01,"Architectural Services",HONOLULU
9624,22000.0,HONOLULU,HI,96815,531210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,5.0,04/14/2020,"Central Pacific Bank",HI-01,"Offices of Real Estate Agents and Brokers",HONOLULU
9625,22000.0,HONOLULU,HI,96819,423110,Corporation,Asian,"Male Owned",Non-Veteran,,2.0,04/28/2020,"Ohana Pacific Bank",HI-01,"Automobile and Other Motor Vehicle Merchant Wholesalers",HONOLULU
9626,22000.0,HONOLULU,HI,96816,484210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,3.0,04/07/2020,"Central Pacific Bank",HI-01,"Used Household and Office Goods Moving",HONOLULU
9627,22000.0,HONOLULU,HI,96819,811121,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,"First Hawaiian Bank",HI-01,"Automotive Body, Paint, and Interior Repair and Maintenance",HONOLULU
9628,22000.0,HILO,HI,96720,487110,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,13.0,04/07/2020,"Central Pacific Bank",HI-02,"Scenic and Sightseeing Transportation, Land",HILO
9629,22000.0,HONOLULU,HI,96813,713940,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,7.0,04/07/2020,"American Savings Bank, FSB",HI-01,"Fitness and Recreational Sports Centers",HONOLULU
9630,22000.0,KAMUELA,HI,96743,531210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,"Central Pacific Bank",HI-02,"Offices of Real Estate Agents and Brokers",KAMUELA
9631,22000.0,KAMUELA,HI,96743,519190,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/08/2020,"Central Pacific Bank",HI-02,"All Other Information Services",KAMUELA
9632,22000.0,HONOLULU,HI,96814,711510,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,"American Savings Bank, FSB",HI-01,"Independent Artists, Writers, and Performers",HONOLULU
9633,21975.0,HONOLULU,HI,96814,722513,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/30/2020,"First Hawaiian Bank",HI-01,"Limited-Service Restaurants",HONOLULU
9634,21965.0,HILO,HI,96720,722511,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,06/03/2020,"Central Pacific Bank",HI-02,"Full-Service Restaurants",HILO
9635,21957.0,KALAHEO,HI,96741,561520,Corporation,Unanswered,Unanswered,Unanswered,,,04/28/2020,"Bank of Hawaii",HI-02,"Tour Operators",KALAHEO
9636,21947.0,HONOLULU,HI,96825,541990,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,"First Hawaiian Bank",HI-01,"All Other Professional, Scientific, and Technical Services",HONOLULU
9637,21947.0,HONOLULU,HI,96815,722513,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,"Celtic Bank Corporation",HI-01,"Limited-Service Restaurants",HONOLULU
9638,21945.0,HONOLULU,HI,96814,722513,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,"First Hawaiian Bank",HI-01,"Limited-Service Restaurants",HONOLULU
9639,21945.0,HANAPEPE,HI,96716,561730,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,06/16/2020,"Bank of Hawaii",HI-02,"Landscaping Services",HANAPEPE
9640,21940.0,KIHEI,HI,96753,621399,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,6.0,04/27/2020,"Bank of Hawaii",HI-02,"Offices of All Other Miscellaneous Health Practitioners",KIHEI
9641,21937.0,HONOLULU,HI,96816,541820,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/15/2020,"Bank of Hawaii",HI-01,"Public Relations Agencies",HONOLULU
9642,21920.0,KAPAA,HI,96746,238220,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/27/2020,"Bank of Hawaii",HI-02,"Plumbing, Heating, and Air-Conditioning Contractors",KAPAA
9643,21904.0,HONOLULU,HI,96821,621340,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"First Hawaiian Bank",HI-01,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",HONOLULU
9644,21900.0,MILILANI,HI,96789,236115,Corporation,White,"Male Owned",Non-Veteran,,4.0,04/10/2020,"Central Pacific Bank",HI-01,"New Single-Family Housing Construction (except For-Sale Builders)",MILILANI
9645,21900.0,HILO,HI,96720,531210,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/16/2020,"First Hawaiian Bank",HI-02,"Offices of Real Estate Agents and Brokers",HILO
9646,21900.0,KAPAA,HI,96746,114111,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,08/05/2020,"Banner Bank",HI-02,"Finfish Fishing",KAPAA
9647,21900.0,PAIA,HI,96779,448120,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/08/2020,"Central Pacific Bank",HI-02,"Women's Clothing Stores",PAIA
9648,21900.0,KAPOLEI,HI,96707,113110,Corporation,Unanswered,"Male Owned",Non-Veteran,,0.0,05/08/2020,"Central Pacific Bank",HI-02,"Timber Tract Operations",KAPOLEI
9649,21900.0,HONOLULU,HI,96816,238320,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,4.0,06/01/2020,"Central Pacific Bank",HI-01,"Painting and Wall Covering Contractors",HONOLULU
9650,21900.0,WAHIAWA,HI,96786,813319,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,8.0,04/28/2020,"American Savings Bank, FSB",HI-02,"Other Social Advocacy Organizations",WAHIAWA
9651,21900.0,HONOLULU,HI,96814,621210,"Sole Proprietorship",Asian,"Male Owned",Non-Veteran,,1.0,04/09/2020,"Central Pacific Bank",HI-01,"Offices of Dentists",HONOLULU
9652,21890.0,HONOLULU,HI,96819,722513,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/27/2020,"Bank of Hawaii",HI-01,"Limited-Service Restaurants",HONOLULU
9653,21890.0,KAPOLEI,HI,96707,722511,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,8.0,04/28/2020,"First Hawaiian Bank",HI-02,"Full-Service Restaurants",KAPOLEI
9654,21886.28,WAILUKU,HI,96793,541110,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,2.0,05/03/2020,"Celtic Bank Corporation",HI-02,"Offices of Lawyers",WAILUKU
9655,21875.0,KULA,HI,96790,523930,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/11/2020,"Bank of Hawaii",HI-02,"Investment Advice",KULA
9656,21875.0,HONOLULU,HI,96813,621111,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,,04/13/2020,"Bank of Hawaii",HI-01,"Offices of Physicians (except Mental Health Specialists)",HONOLULU
9657,21875.0,KAILUA,HI,96734,621330,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/14/2020,"Bank of Hawaii",HI-02,"Offices of Mental Health Practitioners (except Physicians)",KAILUA
9658,21872.0,HONOLULU,HI,96817,315220,Corporation,Unanswered,Unanswered,Unanswered,,14.0,04/28/2020,"Bank of Hawaii",HI-01,"Men’s and Boys’ Cut and Sew Apparel Manufacturing",HONOLULU
9659,21870.0,HONOLULU,HI,96822,523930,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/12/2020,"First Hawaiian Bank",HI-01,"Investment Advice",HONOLULU
9660,21852.5,KAILUA,HI,96734,713940,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,4.0,04/27/2020,"First Hawaiian Bank",HI-02,"Fitness and Recreational Sports Centers",KAILUA
9661,21835.0,HAUULA,HI,96717,,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Non-Veteran,,1.0,05/03/2020,"Bank of America, National Association",HI-02,,HAUULA
9662,21832.0,HONOLULU,HI,96817,541310,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/27/2020,"Bank of Hawaii",HI-01,"Architectural Services",HONOLULU
9663,21831.0,KAMUELA,HI,96743,453920,Corporation,Unanswered,Unanswered,Unanswered,,7.0,08/04/2020,"Kabbage, Inc.",HI-02,"Art Dealers",KAMUELA
9664,21810.0,KAILUA,HI,96734,541410,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,3.0,04/29/2020,"First Hawaiian Bank",HI-02,"Interior Design Services",KAILUA
9665,21804.0,LAHAINA,HI,96761,445299,Corporation,Unanswered,Unanswered,Unanswered,,6.0,05/04/2020,"First Hawaiian Bank",HI-02,"All Other Specialty Food Stores",LAHAINA
9666,21800.0,KAPAA,HI,96746,541310,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,2.0,05/03/2020,"American Savings Bank, FSB",HI-02,"Architectural Services",KAPAA
9667,21800.0,HAWI,HI,96719,111421,"Sole Proprietorship",White,"Male Owned",Unanswered,,6.0,04/10/2020,"American Savings Bank, FSB",HI-02,"Nursery and Tree Production",HAWI
9668,21800.0,"KAILUA KONA",HI,96740,541110,"Limited Liability Partnership",Unanswered,Unanswered,Unanswered,,2.0,04/10/2020,"Central Pacific Bank",HI-02,"Offices of Lawyers","KAILUA KONA"
9669,21800.0,KAPOLEI,HI,96707,524210,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Unanswered,,5.0,04/10/2020,"American Savings Bank, FSB",HI-02,"Insurance Agencies and Brokerages",KAPOLEI
9670,21800.0,LIHUE,HI,96766,444130,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/16/2020,"Central Pacific Bank",HI-02,"Hardware Stores",LIHUE
9671,21800.0,AIEA,HI,96701,621310,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,05/06/2020,"American Savings Bank, FSB",HI-01,"Offices of Chiropractors",AIEA
9672,21800.0,HONOLULU,HI,96817,236220,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,"American Savings Bank, FSB",HI-01,"Commercial and Institutional Building Construction",HONOLULU
9673,21800.0,HONOLULU,HI,96814,722410,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/14/2020,"American Savings Bank, FSB",HI-01,"Drinking Places (Alcoholic Beverages)",HONOLULU
9674,21800.0,WAILUKU,HI,96793,531210,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/06/2020,"American Savings Bank, FSB",HI-02,"Offices of Real Estate Agents and Brokers",WAILUKU
9675,21800.0,"KAILUA KONA",HI,96740,713990,Corporation,Unanswered,"Female Owned",Non-Veteran,,7.0,04/28/2020,"American Savings Bank, FSB",HI-02,"All Other Amusement and Recreation Industries","KAILUA KONA"
9676,21800.0,AIEA,HI,96701,621111,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Non-Veteran,,0.0,04/30/2020,"American Savings Bank, FSB",HI-01,"Offices of Physicians (except Mental Health Specialists)",AIEA
9677,21800.0,HONOLULU,HI,96813,541611,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/14/2020,"Central Pacific Bank",HI-01,"Administrative Management and General Management Consulting Services",HONOLULU
9678,21800.0,HONOLULU,HI,96816,512110,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,"American Savings Bank, FSB",HI-01,"Motion Picture and Video Production",HONOLULU
9679,21800.0,PRINCEVILLE,HI,96722,531210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/09/2020,"First Hawaiian Bank",HI-02,"Offices of Real Estate Agents and Brokers",PRINCEVILLE
9680,21790.0,"EWA BEACH",HI,96706,524210,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,3.0,04/10/2020,"Bank of Hawaii",HI-01,"Insurance Agencies and Brokerages","EWA BEACH"
9681,21784.0,KAILUA,HI,96734,238210,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,3.0,06/15/2020,"First Hawaiian Bank",HI-02,"Electrical Contractors and Other Wiring Installation Contractors",KAILUA
9682,21782.0,HONOLULU,HI,96816,541922,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,05/12/2020,"Bank of Hawaii",HI-01,"Commercial Photography",HONOLULU
9683,21770.0,HOLUALOA,HI,96725,115310,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,"Central Pacific Bank",HI-02,"Support Activities for Forestry",HOLUALOA
9684,21766.0,KOLOA,HI,96756,488510,Corporation,Unanswered,Unanswered,Unanswered,,0.0,06/18/2020,"Wells Fargo Bank, National Association",HI-02,"Freight Transportation Arrangement",KOLOA
9685,21764.0,HILO,HI,96720,561311,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,25.0,04/30/2020,"First Hawaiian Bank",HI-02,"Employment Placement Agencies",HILO
9686,21760.0,HONOLULU,HI,96819,561720,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,10.0,05/04/2020,"First Hawaiian Bank",HI-01,"Janitorial Services",HONOLULU
9687,21742.0,HILO,HI,96720,561520,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/01/2020,"First Hawaiian Bank",HI-02,"Tour Operators",HILO
9688,21732.0,"PEARL CITY",HI,96782,236115,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/27/2020,"Bank of Hawaii",HI-01,"New Single-Family Housing Construction (except For-Sale Builders)","PEARL CITY"
9689,21725.0,KANEOHE,HI,96744,238220,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Unanswered,,1.0,05/06/2020,"HawaiiUSA FCU",HI-02,"Plumbing, Heating, and Air-Conditioning Contractors",KANEOHE
9690,21725.0,HONOLULU,HI,96816,999990,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,"U.S. Bank, National Association",HI-01,,HONOLULU
