LoanAmount,City,Zip,JobsReported,DateApproved,MonthApproved,Lender,JobTitle,CleanedCity
27382.5,WAIKOLOA,96738,6,2020-04-27T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,FULL-SERVICE RESTAURANTS,WAIKOLOA
27382,KAHULUI,96732,6,2020-05-14T00:00:00Z,MAY,FIRST HAWAIIAN BANK,OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS),KAHULUI
27367,LIHUE,96766,3,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,ARCHITECTURAL SERVICES,LIHUE
27367,HONOLULU,96821,500,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,HONOLULU
27361,KANEOHE,96744,1,2020-05-13T00:00:00Z,MAY,CENTRAL PACIFIC BANK,ALL OTHER SPECIALTY TRADE CONTRACTORS,KANEOHE
27359,HONOLULU,96819,6,2020-05-16T00:00:00Z,MAY,FIRST HAWAIIAN BANK,LESSORS OF MINIWAREHOUSES AND SELF-STORAGE UNITS,HONOLULU
27350,KAPAA,96746,2,2020-04-29T00:00:00Z,APRIL,GATHER FCU,ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES,KAPAA
27342.5,WAIPAHU,96797,5,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",WAIPAHU
27330,KULA,96790,2,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,KULA
27325,HAIKU,96708,1,2020-05-01T00:00:00Z,MAY,CENTRAL PACIFIC BANK,"GENERAL FREIGHT TRUCKING, LOCAL",HAIKU
27314,HONOLULU,96822,3,2020-05-20T00:00:00Z,MAY,FIRST HAWAIIAN BANK,INDUSTRIAL AND PERSONAL SERVICE PAPER MERCHANT WHOLESALERS,HONOLULU
27300,HALEIWA,96712,2,2020-04-15T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ART DEALERS,HALEIWA
27300,HONOLULU,96815,3,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",JEWELRY STORES,HONOLULU
27300,HONOLULU,96813,3,2020-04-16T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",HONOLULU
27300,HONOLULU,96813,6,2020-04-11T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",CHILD DAY CARE SERVICES,HONOLULU
27300,HONOLULU,96816,4,2020-04-27T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,CATERERS,HONOLULU
27300,KAHULUI,96732,8,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",DRINKING PLACES (ALCOHOLIC BEVERAGES),KAHULUI
27300,HANA,96713,2,2020-06-02T00:00:00Z,JUNE,CUSTOMERS BANK,ALL OTHER PERSONAL SERVICES,HANA
27297,HONOLULU,96825,6,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,HONOLULU
27257,WAIPAHU,96797,7,2020-04-27T00:00:00Z,APRIL,WEBBANK,WOMEN'S CLOTHING STORES,WAIPAHU
27242.5,WAIPAHU,96797,3,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,USED CAR DEALERS,WAIPAHU
27222,WAIPAHU,96797,61,2020-04-16T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,FINE ARTS SCHOOLS,WAIPAHU
27210,HONOLULU,96821,4,2020-04-09T00:00:00Z,APRIL,BANK OF HAWAII,FLOORING CONTRACTORS,HONOLULU
27208,HONOLULU,96817,3,2020-05-21T00:00:00Z,MAY,FIRST HAWAIIAN BANK,OTHER COMMUNITY HOUSING SERVICES,HONOLULU
27200,HONOLULU,96822,1,2020-04-10T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER SPECIALIZED DESIGN SERVICES,HONOLULU
27200,HONOLULU,96819,5,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,HONOLULU
27200,LIHUE,96766,11,2020-04-29T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",LIHUE
27200,HONOLULU,96819,1,2020-04-29T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,HONOLULU
27200,KANEOHE,96744,2,2020-04-12T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,,KANEOHE
27200,HONOLULU,96826,1,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OTHER SPECIALIZED DESIGN SERVICES,HONOLULU
27200,EWA BEACH,96706,5,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",BEAUTY SALONS,EWA BEACH
27200,HONOLULU,96817,1,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB","OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",HONOLULU
27200,MILILANI,96789,1,2020-04-13T00:00:00Z,APRIL,BANK OF HAWAII,RELIGIOUS ORGANIZATIONS,MILILANI
27200,KANEOHEE,96744,1,2020-04-14T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF OTHER HOLDING COMPANIES,KANEOHE
27200,HONOLULU,96813,6,2020-04-30T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",SUPPORT ACTIVITIES FOR PRINTING,HONOLULU
27193,HALEIWA,96712,1,2020-04-29T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),HALEIWA
27190,HONOLULUU,96825,1,2020-04-14T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,FULL-SERVICE RESTAURANTS,HONOLULU
27179,KANEOHE,96744,1,2020-05-01T00:00:00Z,MAY,CENTRAL PACIFIC BANK,FULL-SERVICE RESTAURANTS,KANEOHE
27172,HONOLULU,96825,2,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,ALL OTHER BUSINESS SUPPORT SERVICES,HONOLULU
27155,MOUNTAIN VIEW,96771,2,2020-04-27T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,TAX PREPARATION SERVICES,MOUNTAIN VIEW
27137.5,KIHEI,96753,1,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,KIHEI
27137,KAILUA,96734,3,2020-04-29T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,RELIGIOUS ORGANIZATIONS,KAILUA
27105,HONOLULU,96826,1,2020-04-15T00:00:00Z,APRIL,BANK OF HAWAII,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,HONOLULU
27100,HONOLULU,96822,12,2020-04-09T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",MOTION PICTURE AND VIDEO PRODUCTION,HONOLULU
27100,LAIE,96762,8,2020-04-12T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ICE CREAM AND FROZEN DESSERT MANUFACTURING,LAIE
27100,HONOLULU,96821,1,2020-05-12T00:00:00Z,MAY,CENTRAL PACIFIC BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),HONOLULU
27100,HONOLULU,96817,5,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS,HONOLULU
27100,HONOLULU,96814,12,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,FULL-SERVICE RESTAURANTS,HONOLULU
27087,HONOLULU,96815,4,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,BEAUTY SALONS,HONOLULU
27067,KILAUEA,96754,1,2020-04-30T00:00:00Z,APRIL,BANK OF HAWAII,LANDSCAPING SERVICES,KILAUEA
27065,WAILUKU,96793,2,2020-04-28T00:00:00Z,APRIL,BANNER BANK,"BEER, WINE, AND LIQUOR STORES",WAILUKU
27062.5,EWA BEACH,96706,2,2020-05-04T00:00:00Z,MAY,FIRST HAWAIIAN BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),EWA BEACH
27045,AIEA,96701,2,2020-05-04T00:00:00Z,MAY,BANK OF HAWAII,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",AIEA
27025,KAPOLEI,96707,11,2020-05-11T00:00:00Z,MAY,BANK OF HAWAII,SNACK AND NONALCOHOLIC BEVERAGE BARS,KAPOLEI
27010,KANEOHE,96744,8,2020-05-15T00:00:00Z,MAY,BANK OF HAWAII,"JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",KANEOHE
27000,HONOLULU,96814,3,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,MISCELLANEOUS INTERMEDIATION,HONOLULU
27000,HONOLULU,96814,3,2020-04-09T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),HONOLULU
27000,HONOLULU,96813,2,2020-05-05T00:00:00Z,MAY,BANK OF HAWAII,MEDIA REPRESENTATIVES,HONOLULU
27000,WAIANAE,96792,1,2020-04-12T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"GENERAL FREIGHT TRUCKING, LOCAL",WAIANAE
27000,HAIKU-PAUWELA,96708,1,2020-07-15T00:00:00Z,JULY,"FC MARKETPLACE, LLC (DBA FUNDING CIRCLE)",OTHER BUILDING FINISHING CONTRACTORS,HAIKU
27000,HONOLULU,96817,6,2020-04-29T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,AUTOMOTIVE PARTS AND ACCESSORIES STORES,HONOLULU
27000,HONOLULU,96814,5,2020-04-04T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,FULL-SERVICE RESTAURANTS,HONOLULU
27000,HILO,96720,7,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",SCHOOL AND EMPLOYEE BUS TRANSPORTATION,HILO
27000,AIEA,96701,9,2020-04-05T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,AIEA
27000,HONOLULU,96819,5,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS,HONOLULU
27000,KAILUA,96734,2,2020-04-27T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB","FLOWER, NURSERY STOCK, AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",KAILUA
27000,HONOLULU,96814,3,2020-04-28T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF REAL ESTATE AGENTS AND BROKERS,HONOLULU
27000,KAILUA KONA,96740,6,2020-04-07T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",FULL-SERVICE RESTAURANTS,KAILUA KONA
27000,HONOLULU,96826,2,2020-04-14T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,HONOLULU
27000,HONOLULU,96813,1,2020-04-30T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,LIMITED-SERVICE RESTAURANTS,HONOLULU
27000,HONOLULU,96813,1,2020-04-09T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OTHER ACCOUNTING SERVICES,HONOLULU
27000,HONOLULU,96826,1,2020-05-03T00:00:00Z,MAY,CENTRAL PACIFIC BANK,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",HONOLULU
26985,HILO,96720,1,2020-04-15T00:00:00Z,APRIL,CU HAWAII FCU,OTHER ACCOUNTING SERVICES,HILO
26970,HAIKU,96708,3,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,,HAIKU
26960,HONOLULU,96816,3,2020-05-12T00:00:00Z,MAY,BANK OF HAWAII,JEWELRY STORES,HONOLULU
26937,WAIPAHU,96797,3,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,RELIGIOUS ORGANIZATIONS,WAIPAHU
26934,HONOLULU,96814,4,2020-05-02T00:00:00Z,MAY,HAWAIIUSA FCU,OFFICES OF CHIROPRACTORS,HONOLULU
26930,HONOLULU,96816,1,2020-04-12T00:00:00Z,APRIL,BANK OF HAWAII,RESIDENTIAL PROPERTY MANAGERS,HONOLULU
26900,KAILUA,96734,1,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OFFICES OF LAWYERS,KAILUA
26900,HONOLULU,96813,11,2020-05-05T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",FINE ARTS SCHOOLS,HONOLULU
26900,HONOLULU,96819,1,2020-05-05T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",SPECIAL NEEDS TRANSPORTATION,HONOLULU
26900,WAHIAWA,96786,6,2020-04-10T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"GIFT, NOVELTY, AND SOUVENIR STORES",WAHIAWA
26900,KANEOHE,96744,4,2020-04-16T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,KANEOHE
26900,KAILUA KONA,96745,4,2020-04-16T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,FAMILY PLANNING CENTERS,KAILUA KONA
26900,HAWI,96719,3,2020-04-12T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,HAWI
26900,LIHUE,96766,1,2020-05-08T00:00:00Z,MAY,CENTRAL PACIFIC BANK,ALL OTHER SPECIALTY TRADE CONTRACTORS,LIHUE
26900,AIEA,96701,8,2020-04-04T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",BEAUTY SALONS,AIEA
26900,AIEA,96701,8,2020-04-30T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",LIMITED-SERVICE RESTAURANTS,AIEA
26900,HONOLULU,96814,8,2020-04-27T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,FULL-SERVICE RESTAURANTS,HONOLULU
26900,KAILUA KONA,96740,40,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF OTHER HOLDING COMPANIES,KAILUA KONA
26900,AIEA,96701,5,2020-06-04T00:00:00Z,JUNE,"AMERICAN SAVINGS BANK, FSB",FULL-SERVICE RESTAURANTS,AIEA
26900,HONOLULU,96815,5,2020-05-20T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",JEWELRY STORES,HONOLULU
26897,LIHUE,96766,1,2020-06-24T00:00:00Z,JUNE,BANK OF HAWAII,MOBILE FOOD SERVICES,LIHUE
26886,KANEOHE,96744,4,2020-05-20T00:00:00Z,MAY,FIRST HAWAIIAN BANK,SPORTING GOODS STORES,KANEOHE
26877,HONOLULU,96813,16,2020-04-09T00:00:00Z,APRIL,HAWAIIUSA FCU,LIMITED-SERVICE RESTAURANTS,HONOLULU
26865,HONOLULU,96826,3,2020-04-29T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,"JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",HONOLULU
26842,LAHAINA,96767,4,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,LAHAINA
26830,KEAAU,96749,5,2020-05-14T00:00:00Z,MAY,BANK OF HAWAII,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),KEAAU
26827,HANALEI,96714,13,2020-04-30T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ALL OTHER SPECIALTY FOOD STORES,HANALEI
26805,KAUNAKAKAI,96748,1,2020-04-14T00:00:00Z,APRIL,BANK OF HAWAII,NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),KAUNAKAKAI
26802.5,WAILUKU,96793,1,2020-05-02T00:00:00Z,MAY,FIRST HAWAIIAN BANK,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",WAILUKU
26800,KAILUA,96734,4,2020-04-28T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS,KAILUA
26800,WAILUKU,96793,1,2020-05-22T00:00:00Z,MAY,BANK OF HAWAII,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),WAILUKU
26800,HONOLULU,96814,1,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OFFICES OF OPTOMETRISTS,HONOLULU
26800,HONOLULU,96814,5,2020-04-10T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,SPORTING AND ATHLETIC GOODS MANUFACTURING,HONOLULU
26800,HONOLULU,96817,4,2020-04-16T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",FULL-SERVICE RESTAURANTS,HONOLULU
26800,KAMUELA,96743,1,2020-04-29T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,INSURANCE AGENCIES AND BROKERAGES,KAMUELA
26800,WAILUKU,96793,1,2020-05-06T00:00:00Z,MAY,CENTRAL PACIFIC BANK,PROFESSIONAL ORGANIZATIONS,WAILUKU
26800,HONOLULU,96821,3,2020-04-11T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF REAL ESTATE AGENTS AND BROKERS,HONOLULU
26800,KAPOLEI,96707,5,2020-05-07T00:00:00Z,MAY,FIRST HAWAIIAN BANK,BEAUTY SALONS,KAPOLEI
26800,AIEA,96701,1,2020-04-30T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",AIEA
26800,WAIKOLOA,96738,2,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OTHER BUILDING FINISHING CONTRACTORS,WAIKOLOA
26800,WAIPAHU,96797,3,2020-05-12T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",WAIPAHU
26800,HONOLULU,96814,5,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,CLOTHING ACCESSORIES STORES,HONOLULU
26800,HONOLULU,96814,2,2020-04-08T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,HONOLULU
26800,AIEA,96701,5,2020-04-08T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF OPTOMETRISTS,AIEA
26800,AIEA,96701,4,2020-04-08T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",AIEA
26800,HONOLULU,96813,1,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF LAWYERS,HONOLULU
26790,PAIA,96779,1,2020-08-07T00:00:00Z,AUGUST,CROSS RIVER BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),PAIA
26782.5,HONOLULU,96815,7,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OTHER CLOTHING STORES,HONOLULU
26765,PUUNENE,96784,2,2020-05-07T00:00:00Z,MAY,FIRST HAWAIIAN BANK,OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL,PUUNENE
26760,HONOLULU,96814,1,2020-04-16T00:00:00Z,APRIL,BANK OF HAWAII,NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),HONOLULU
26750,KEKAHA,96752,9,2020-04-15T00:00:00Z,APRIL,MIDAMERICA NATIONAL BANK,HUNTING AND TRAPPING,KEKAHA
26712,LAHAINA,96761,7,2020-06-01T00:00:00Z,JUNE,BANK OF HAWAII,SNACK AND NONALCOHOLIC BEVERAGE BARS,LAHAINA
26700,HONOLULU,96813,1,2020-05-03T00:00:00Z,MAY,CENTRAL PACIFIC BANK,JEWELRY STORES,HONOLULU
26700,KAILUA,96734,2,2020-04-29T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",KAILUA
26700,HONOLULU,96813,1,2020-04-29T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF REAL ESTATE APPRAISERS,HONOLULU
26700,WAILUKU,96793,5,2020-04-11T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),WAILUKU
26700,HONOLULU,96816,1,2020-05-07T00:00:00Z,MAY,CENTRAL PACIFIC BANK,FULL-SERVICE RESTAURANTS,HONOLULU
26700,HONOLULU,96819,2,2020-04-14T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF DENTISTS,HONOLULU
26700,LIHUE,96766,3,2020-04-14T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",LIHUE
26700,HONOLULU,96819,1,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,ALL OTHER PERSONAL SERVICES,HONOLULU
26700,HONOLULU,96813,1,2020-05-15T00:00:00Z,MAY,CENTRAL PACIFIC BANK,OFFICES OF DENTISTS,HONOLULU
26700,KAPOLEI,96707,1,2020-04-07T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",INSURANCE AGENCIES AND BROKERAGES,KAPOLEI
26700,WAILUKU,96793,2,2020-04-08T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,WAILUKU
26700,HONOLULU,96816,1,2020-05-01T00:00:00Z,MAY,CENTRAL PACIFIC BANK,OFFICES OF LAWYERS,HONOLULU
26700,HONOLULU,96813,4,2020-04-09T00:00:00Z,APRIL,HAWAII NATIONAL BANK,OPHTHALMIC GOODS MERCHANT WHOLESALERS,HONOLULU
26700,WAILUKU,96793,12,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,FULL-SERVICE RESTAURANTS,WAILUKU
26685,MAKAWAO,96768,1,2020-04-30T00:00:00Z,APRIL,BANK OF HAWAII,"ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",MAKAWAO
26672,EWA BEACH,96706,10,2020-04-29T00:00:00Z,APRIL,"KABBAGE, INC.",JANITORIAL SERVICES,EWA BEACH
26665,KAPAA,96746,8,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,LIMITED-SERVICE RESTAURANTS,KAPAA
26647.5,HANAPEPE,96716,4,2020-04-27T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,HANAPEPE
26635,KEALAKEKUA,96750,1,2020-04-15T00:00:00Z,APRIL,BANK OF HAWAII,RESIDENTIAL REMODELERS,KEALAKEKUA
26600,KAPAAU,96755,5,2020-04-16T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,RELIGIOUS ORGANIZATIONS,KAPAAU
26600,HONOLULU,96815,3,2020-04-11T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,HONOLULU
26600,PUUNENE,96784,4,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",PUUNENE
26600,KAPOLEI,96707,1,2020-04-30T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OTHER BUILDING MATERIAL DEALERS,KAPOLEI
26600,KANEOHE,96744,1,2020-04-13T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,ALL OTHER PERSONAL SERVICES,KANEOHE
26600,EWA BEACH,96706,2,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF REAL ESTATE AGENTS AND BROKERS,EWA BEACH
26600,HONOLULU,96813,1,2020-04-30T00:00:00Z,APRIL,OHANA PACIFIC BANK,INSURANCE AGENCIES AND BROKERAGES,HONOLULU
26600,LAHAINA,96761,8,2020-05-02T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",SNACK AND NONALCOHOLIC BEVERAGE BARS,LAHAINA
26575,HAIKU,96708,2,2020-05-19T00:00:00Z,MAY,BANK OF HAWAII,LESSORS OF OTHER REAL ESTATE PROPERTY,HAIKU
26556,HAIKU,96708,12,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,"FLOWER, NURSERY STOCK, AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",HAIKU
26550,WAIANAE,96792,2,2020-05-01T00:00:00Z,MAY,WEBBANK,ALL OTHER MISCELLANEOUS CROP FARMING,WAIANAE
26550,KAILUA KONA,96745,3,2020-07-28T00:00:00Z,JULY,INTUIT FINANCING INC.,NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),KAILUA KONA
26512,KANEOHE,96744,6,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,LIMITED-SERVICE RESTAURANTS,KANEOHE
26500,KAHULUI,96733,3,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,COMPUTER SYSTEMS DESIGN SERVICES,KAHULUI
26500,HONOLULU,96813,3,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",INVESTMENT ADVICE,HONOLULU
26500,KAILUA,96734,1,2020-04-16T00:00:00Z,APRIL,BANK OF HAWAII,FLORISTS,KAILUA
26500,KAILUA,96734,5,2020-04-29T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),KAILUA
26500,HONOLULU,96813,8,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,FULL-SERVICE RESTAURANTS,HONOLULU
26500,HONOLULU,96813,2,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),HONOLULU
26500,AIEA,96701,10,2020-04-06T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,CONFECTIONERY AND NUT STORES,AIEA
26500,HONOLULU,96814,5,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",FULL-SERVICE RESTAURANTS,HONOLULU
26500,HAWI,96719,1,2020-04-14T00:00:00Z,APRIL,BANK OF HAWAII,GRAPHIC DESIGN SERVICES,HAWI
26500,WAIPAHU,96797,9,2020-04-06T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,TOY AND HOBBY GOODS AND SUPPLIES MERCHANT WHOLESALERS,WAIPAHU
