,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,2017 NAICS Code,2017 NAICS Title
8871,25000.0,HONOLULU,HI,96814,444190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,05/13/2020,Bank of Hawaii,HI-01,444190,Other Building Material Dealers 
8872,25000.0,KAPAA,HI,96746,561730,Corporation,White,Male Owned,Unanswered,,14.0,04/06/2020,"American Savings Bank, FSB",HI-02,561730,Landscaping Services
8873,25000.0,LAHAINA,HI,96761,541922,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/06/2020,"American Savings Bank, FSB",HI-02,541922,Commercial Photography 
8874,25000.0,Honolulu,HI,96816,451211,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/13/2020,Central Pacific Bank,HI-01,451211,Book Stores 
8875,25000.0,HONOLULU,HI,96813,445292,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,04/06/2020,First Hawaiian Bank,HI-01,445292,Confectionery and Nut Stores 
8876,25000.0,Honolulu,HI,96816,722515,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9.0,04/28/2020,First Hawaiian Bank,HI-01,722515,Snack and Nonalcoholic Beverage Bars 
8877,25000.0,KULA,HI,96790,531311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/07/2020,Central Pacific Bank,HI-02,531311,Residential Property Managers 
8878,25000.0,HONOLULU,HI,96814,621210,Self-Employed Individuals,Unanswered,Male Owned,Non-Veteran,,4.0,04/28/2020,Central Pacific Bank,HI-01,621210,Offices of Dentists 
8879,25000.0,HONOLULU,HI,96817,621320,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,2.0,04/30/2020,First Hawaiian Bank,HI-01,621320,Offices of Optometrists
8880,25000.0,HONOLULU,HI,96815,532111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,Central Pacific Bank,HI-01,532111,Passenger Car Rental 
8881,25000.0,AIEA,HI,96701,448310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3.0,04/30/2020,"American Savings Bank, FSB",HI-01,448310,Jewelry Stores 
8882,25000.0,HILO,HI,96720,531311,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/07/2020,First Hawaiian Bank,HI-02,531311,Residential Property Managers 
8883,25000.0,HONOLULU,HI,96814,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/07/2020,Central Pacific Bank,HI-01,531210,Offices of Real Estate Agents and Brokers
8884,25000.0,AIEA,HI,96701,446191,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6.0,04/14/2020,Central Pacific Bank,HI-01,446191,Food (Health) Supplement Stores 
8885,25000.0,HONOLULU,HI,96814,446130,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/07/2020,"American Savings Bank, FSB",HI-01,446130,Optical Goods Stores 
8886,25000.0,HONOLULU,HI,96808,561621,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/07/2020,Bank of Hawaii,HI-01,561621,Security Systems Services (except Locksmiths) 
8887,25000.0,AIEA,HI,96701,999990,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,First Hawaiian Bank,HI-01,,
8888,25000.0,HONOLULU,HI,96817,445310,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/07/2020,Central Pacific Bank,HI-01,445310,"Beer, Wine, and Liquor Stores "
8889,25000.0,HONOLULU,HI,96821,531190,Sole Proprietorship,White,Male Owned,Unanswered,,2.0,04/07/2020,Central Pacific Bank,HI-01,531190,Lessors of Other Real Estate Property 
8890,25000.0,HONOLULU,HI,96814,323113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/07/2020,Central Pacific Bank,HI-01,323113,Commercial Screen Printing 
8891,25000.0,HONOLULU,HI,96826,541211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/07/2020,"American Savings Bank, FSB",HI-01,541211,Offices of Certified Public Accountants 
8892,25000.0,HONOLULU,HI,96816,531210,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/07/2020,"American Savings Bank, FSB",HI-01,531210,Offices of Real Estate Agents and Brokers
8893,25000.0,Honolulu,HI,96826,445120,Corporation,Asian,Male Owned,Non-Veteran,,7.0,04/14/2020,Hawaii National Bank,HI-01,445120,Convenience Stores 
8894,25000.0,KAILUA KONA,HI,96740,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/08/2020,Central Pacific Bank,HI-02,722513,Limited-Service Restaurants 
8895,25000.0,HONOLULU,HI,96814,561110,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/14/2020,Central Pacific Bank,HI-01,561110,Office Administrative Services
8896,25000.0,Honolulu,HI,96813,923120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/14/2020,First Hawaiian Bank,HI-01,923120,Administration of Public Health Programs 
8897,25000.0,Kailua,HI,96734,541330,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank,HI-02,541330,Engineering Services
8898,25000.0,Kaneohe,HI,96744,621111,Sole Proprietorship,White,Male Owned,Non-Veteran,,4.0,06/05/2020,First Hawaiian Bank,HI-02,621111,Offices of Physicians (except Mental Health Specialists) 
8899,25000.0,MAKAWAO,HI,96768,541360,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/15/2020,HawaiiUSA FCU,HI-02,541360,Geophysical Surveying and Mapping Services
8900,25000.0,PRINCEVILLE,HI,96722,531311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/08/2020,Central Pacific Bank,HI-02,531311,Residential Property Managers 
8901,25000.0,Lihue,HI,96766,624410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0.0,05/01/2020,Central Pacific Bank,HI-02,624410,Child Day Care Services 
8902,25000.0,KAPOLEI,HI,96707,492110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/09/2020,Central Pacific Bank,HI-02,492110,Couriers and Express Delivery Services
8903,25000.0,KAILUA,HI,96734,621310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/09/2020,Central Pacific Bank,HI-02,621310,Offices of Chiropractors 
8904,25000.0,HONOLULU,HI,96813,541110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3.0,04/09/2020,Central Pacific Bank,HI-01,541110,Offices of Lawyers
8905,25000.0,Honolulu,HI,96814,722410,Limited  Liability Company(LLC),Asian,Female Owned,Unanswered,,10.0,05/01/2020,Hawaii National Bank,HI-01,722410,Drinking Places (Alcoholic Beverages) 
8906,25000.0,Honolulu,HI,96821,531210,Corporation,Unanswered,Female Owned,Non-Veteran,,0.0,05/01/2020,Central Pacific Bank,HI-01,531210,Offices of Real Estate Agents and Brokers
8907,25000.0,HONOLULU,HI,96822,813319,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,4.0,05/19/2020,Intuit Financing Inc.,HI-01,813319,Other Social Advocacy Organizations 
8908,25000.0,Ewa Beach,HI,96706,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,05/20/2020,Cross River Bank,HI-01,236115,New Single-Family Housing Construction (except For-Sale Builders) 
8909,25000.0,Kahului,HI,96732,448210,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,2.0,05/02/2020,"American Savings Bank, FSB",HI-02,448210,Shoe Stores 
8910,25000.0,Pearl City,HI,96782,445310,Corporation,Asian,Female Owned,Non-Veteran,,4.0,04/28/2020,Hawaii National Bank,HI-01,445310,"Beer, Wine, and Liquor Stores "
8911,25000.0,KALAHEO,HI,96741,621340,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Glacier Bank,HI-02,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists "
8912,25000.0,HILO,HI,96720,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/09/2020,Central Pacific Bank,HI-02,541110,Offices of Lawyers
8913,25000.0,Honolulu,HI,96813,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/02/2020,Central Pacific Bank,HI-01,541110,Offices of Lawyers
8914,24987.0,HONOLULU,HI,96817,561510,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,Bank of Hawaii,HI-01,561510,Travel Agencies
8915,24987.0,PAIA,HI,96779,561520,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/27/2020,Bank of Hawaii,HI-02,561520,Tour Operators
8916,24980.0,HONOLULU,HI,96813,541110,Partnership,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI-01,541110,Offices of Lawyers
8917,24980.0,EWA BEACH,HI,96706,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,Bank of Hawaii,HI-01,541611,Administrative Management and General Management Consulting Services 
8918,24976.0,MILILANI,HI,96789,238990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,6.0,04/14/2020,Central Pacific Bank,HI-01,238990,All Other Specialty Trade Contractors
8919,24965.0,HONOLULU,HI,96826,531210,Corporation,Unanswered,Unanswered,Unanswered,,,04/16/2020,Bank of Hawaii,HI-01,531210,Offices of Real Estate Agents and Brokers
8920,24958.0,Honolulu,HI,96813,523930,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/14/2020,First Hawaiian Bank,HI-01,523930,Investment Advice 
8921,24955.0,KAILUA KONA,HI,96740,532111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/11/2020,Bank of Hawaii,HI-02,532111,Passenger Car Rental 
8922,24950.0,HONOLULU,HI,96822,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank,HI-01,722513,Limited-Service Restaurants 
8923,24940.0,KAILUA,HI,96734,445299,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/15/2020,"Bank of America, National Association",HI-02,445299,All Other Specialty Food Stores 
8924,24930.0,Waipahu,HI,96797,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/30/2020,First Hawaiian Bank,HI-01,621111,Offices of Physicians (except Mental Health Specialists) 
8925,24916.0,KANEOHE,HI,96744,541930,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/28/2020,Bank of Hawaii,HI-02,541930,Translation and Interpretation Services
8926,24910.0,HONOLULU,HI,96817,238220,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii,HI-01,238220,"Plumbing, Heating, and Air-Conditioning Contractors "
8927,24900.0,WAIPAHU,HI,96797,492110,Partnership,Unanswered,Male Owned,Non-Veteran,,3.0,04/29/2020,First Hawaiian Bank,HI-01,492110,Couriers and Express Delivery Services
8928,24900.0,HONOLULU,HI,96826,611691,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/16/2020,Central Pacific Bank,HI-01,611691,Exam Preparation and Tutoring 
8929,24900.0,LAIE,HI,96762,812113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/29/2020,Central Pacific Bank,HI-02,812113,Nail Salons 
8930,24900.0,HONOLULU,HI,96813,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/05/2020,Bank of Hawaii,HI-01,541110,Offices of Lawyers
8931,24900.0,HONOLULU,HI,96814,561520,Cooperative,Asian,Female Owned,Non-Veteran,,4.0,04/06/2020,Ohana Pacific Bank,HI-01,561520,Tour Operators
8932,24900.0,Honolulu,HI,96816,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,First Hawaiian Bank,HI-01,713940,Fitness and Recreational Sports Centers 
8933,24900.0,KIHEI,HI,96753,524210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/14/2020,Central Pacific Bank,HI-02,524210,Insurance Agencies and Brokerages 
8934,24900.0,WAIPAHU,HI,96797,236220,Corporation,Asian,Male Owned,Non-Veteran,,8.0,04/08/2020,"American Savings Bank, FSB",HI-01,236220,Commercial and Institutional Building Construction 
8935,24900.0,KAPOLEI,HI,96707,448310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15.0,04/14/2020,First Hawaiian Bank,HI-02,448310,Jewelry Stores 
8936,24900.0,HALEIWA,HI,96712,451110,Partnership,Hispanic,Unanswered,Unanswered,,7.0,04/28/2020,"American Savings Bank, FSB",HI-02,451110,Sporting Goods Stores 
8937,24857.5,HONOLULU,HI,96826,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3.0,06/26/2020,First Hawaiian Bank,HI-01,813110,Religious Organizations 
8938,24850.0,KAILUA-KONA,HI,96740,448140,Corporation,Unanswered,Unanswered,Unanswered,,3.0,08/05/2020,"Kabbage, Inc.",HI-02,448140,Family Clothing Stores 
8939,24850.0,Hanalei,HI,96714,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,5.0,04/28/2020,First Hawaiian Bank,HI-02,531210,Offices of Real Estate Agents and Brokers
8940,24839.84,Holualoa,HI,96725,111998,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,3.0,05/03/2020,Cross River Bank,HI-02,111998,All Other Miscellaneous Crop Farming 
8941,24817.0,HONOLULU,HI,96816,423940,Corporation,Unanswered,Unanswered,Unanswered,,5.0,05/19/2020,Bank of Hawaii,HI-01,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers "
8942,24807.85,KAILUA,HI,96734,541512,Corporation,Unanswered,Male Owned,Unanswered,,1.0,04/14/2020,Synovus Bank,HI-02,541512,Computer Systems Design Services 
8943,24800.0,KAILUA,HI,96734,238320,Limited  Liability Company(LLC),Asian,Male Owned,Unanswered,,2.0,04/10/2020,"American Savings Bank, FSB",HI-02,238320,Painting and Wall Covering Contractors
8944,24800.0,HILO,HI,96720,811121,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,4.0,04/16/2020,Central Pacific Bank,HI-02,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
8945,24800.0,HONOLULU,HI,96819,811192,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,5.0,04/11/2020,Central Pacific Bank,HI-01,811192,Car Washes 
8946,24800.0,WAIMANALO,HI,96795,424590,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,05/07/2020,"American Savings Bank, FSB",HI-02,424590,Other Farm Product Raw Material Merchant Wholesalers 
8947,24800.0,KALAHEO,HI,96741,238910,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/28/2020,"American Savings Bank, FSB",HI-02,238910,Site Preparation Contractors
8948,24800.0,HONOLULU,HI,96822,541820,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/07/2020,"American Savings Bank, FSB",HI-01,541820,Public Relations Agencies
8949,24800.0,MILILANI,HI,96789,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2.0,04/08/2020,Central Pacific Bank,HI-01,531210,Offices of Real Estate Agents and Brokers
8950,24800.0,Wailuku,HI,96793,811111,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/02/2020,Central Pacific Bank,HI-02,811111,General Automotive Repair 
8951,24792.0,HILO,HI,96720,311811,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,Bank of Hawaii,HI-02,311811,Retail Bakeries 
8952,24791.0,Honolulu,HI,96814,524210,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank,HI-01,524210,Insurance Agencies and Brokerages 
8953,24790.0,LAHAINA,HI,96761,722410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/15/2020,Bank of Hawaii,HI-02,722410,Drinking Places (Alcoholic Beverages) 
8954,24782.5,Honolulu,HI,96814,522220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,First Hawaiian Bank,HI-01,522220,Sales Financing 
8955,24782.0,KAPOLEI,HI,96707,561720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6.0,08/06/2020,Intuit Financing Inc.,HI-02,561720,Janitorial Services 
8956,24779.0,HONOLULU,HI,96822,541611,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/15/2020,Bank of Hawaii,HI-01,541611,Administrative Management and General Management Consulting Services 
8957,24767.0,HONOLULU,HI,96813,812113,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/18/2020,Bank of Hawaii,HI-01,812113,Nail Salons 
8958,24762.0,Honolulu,HI,96814,541990,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,First Hawaiian Bank,HI-01,541990,"All Other Professional, Scientific, and Technical Services"
8959,24750.0,WAILUKU,HI,96793,531190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/06/2020,Bank of Hawaii,HI-02,531190,Lessors of Other Real Estate Property 
8960,24722.0,HONOLULU,HI,96819,453220,Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-01,453220,"Gift, Novelty, and Souvenir Stores "
8961,24717.5,Kailua Kona,HI,96740,531210,Subchapter S Corporation,White,Male Owned,Non-Veteran,,3.0,04/27/2020,First Hawaiian Bank,HI-02,531210,Offices of Real Estate Agents and Brokers
8962,24717.0,Lawai,HI,96765,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/14/2020,First Hawaiian Bank,HI-02,531210,Offices of Real Estate Agents and Brokers
8963,24710.0,HONOLULU,HI,96817,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/09/2020,Central Pacific Bank,HI-01,811111,General Automotive Repair 
8964,24710.0,HONOLULU,HI,96822,454210,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/29/2020,Central Pacific Bank,HI-01,454210,Vending Machine Operators 
8965,24707.0,HONOLULU,HI,96819,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6.0,05/29/2020,"Kabbage, Inc.",HI-01,811111,General Automotive Repair 
8966,24700.0,HONOLULU,HI,96813,711510,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/10/2020,Central Pacific Bank,HI-01,711510,"Independent Artists, Writers, and Performers "
8967,24700.0,LIHUE,HI,96766,561730,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/15/2020,First Hawaiian Bank,HI-02,561730,Landscaping Services
8968,24700.0,HILO,HI,96720,621330,Cooperative,Unanswered,Unanswered,Unanswered,,11.0,04/12/2020,Central Pacific Bank,HI-02,621330,Offices of Mental Health Practitioners (except Physicians) 
8969,24700.0,HONOLULU,HI,96817,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/12/2020,"American Savings Bank, FSB",HI-01,722513,Limited-Service Restaurants 
8970,24700.0,HONOLULU,HI,96814,621340,Corporation,Asian,Female Owned,Non-Veteran,,3.0,04/03/2020,Central Pacific Bank,HI-01,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists "
8971,24700.0,KAILUA,HI,96734,722513,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/05/2020,Central Pacific Bank,HI-02,722513,Limited-Service Restaurants 
8972,24700.0,HONOLULU,HI,96814,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/05/2020,Central Pacific Bank,HI-01,621210,Offices of Dentists 
8973,24700.0,HONOLULU,HI,96814,621320,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/06/2020,"American Savings Bank, FSB",HI-01,621320,Offices of Optometrists
8974,24700.0,HONOLULU,HI,96816,611691,Corporation,Unanswered,Unanswered,Unanswered,,12.0,04/06/2020,"American Savings Bank, FSB",HI-01,611691,Exam Preparation and Tutoring 
8975,24700.0,HONOLULU,HI,96826,812310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,Central Pacific Bank,HI-01,812310,Coin-Operated Laundries and Drycleaners 
8976,24700.0,HONOLULU,HI,96813,424410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9.0,04/07/2020,Central Pacific Bank,HI-01,424410,General Line Grocery Merchant Wholesalers 
8977,24692.5,HILO,HI,96720,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,04/28/2020,First Hawaiian Bank,HI-02,722511,Full-Service Restaurants 
8978,24680.0,Kailua Kona,HI,96740,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/30/2020,First Hawaiian Bank,HI-02,722511,Full-Service Restaurants 
8979,24660.2,Honolulu,HI,96813,238290,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,08/03/2020,"Fundbox, Inc.",HI-01,238290,Other Building Equipment Contractors 
8980,24645.0,CAPTAIN COOK,HI,96704,236115,Corporation,Unanswered,Unanswered,Unanswered,,,04/29/2020,CU Hawaii FCU,HI-02,236115,New Single-Family Housing Construction (except For-Sale Builders) 
8981,24600.0,MILILANI,HI,96789,453220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,04/10/2020,Central Pacific Bank,HI-01,453220,"Gift, Novelty, and Souvenir Stores "
