City,JobTitle,AVG(LoanAmount)
WAIPAHU,"COMMERCIAL PRINTING (EXCEPT SCREEN AND BOOKS)",23000.0
"PEARL CITY","SIDING CONTRACTORS",22930.0
KEAAU,"PERISHABLE PREPARED FOOD MANUFACTURING",22925.0
HALEIWA,"ALL OTHER PERSONAL SERVICES",22912.0
HONOLULU,"COMPUTER TRAINING",22900.0
LAUPAHOEHOE,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",22900.0
MILILANI,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",22900.0
PAHOA,"FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS",22900.0
HONOLULU,"OTHER ACTIVITIES RELATED TO REAL ESTATE",22868.4879411765
ANAHOLA,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",22813.0
KANEOHE,"CONVENIENCE STORES",22812.5
HONOLULU,"OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING",22800.0
HONOLULU,"TELEVISION BROADCASTING",22800.0
KAHULUI,"GENERAL FREIGHT TRUCKING, LOCAL",22800.0
PAAUILO,"LANDSCAPING SERVICES",22800.0
KEAAU,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",22790.0
KAHULUI,"SIGN MANUFACTURING",22750.0
MILILANI,"FOOD SERVICE CONTRACTORS",22750.0
ANAHOLA,"OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)",22700.0
HALEIWA,"PAINTING AND WALL COVERING CONTRACTORS",22700.0
WAHIAWA,"CHILD AND YOUTH SERVICES",22700.0
WAIPAHU,"WATER SUPPLY AND IRRIGATION SYSTEMS",22700.0
WAIMANALO,"ALL OTHER SPECIALTY FOOD STORES",22642.0
HALEIWA,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",22632.0625
KIHEI,"SOFT DRINK MANUFACTURING",22600.0
WAIPAHU,"OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)",22595.0
WAIPAHU,"INSURANCE AGENCIES AND BROKERAGES",22562.9333333333
KIHEI,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",22554.24375
KULA,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",22554.0
WAILUKU,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",22550.0
HONOLULU,"OFFICES OF CHIROPRACTORS",22521.9078947368
MILILANI,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",22515.0
AIEA,"TRAVEL AGENCIES",22512.5
"KAILUA KONA","OFFICE ADMINISTRATIVE SERVICES",22510.0
WAILUKU,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",22506.3947368421
HONOLULU,"MUSICAL GROUPS AND ARTISTS",22504.8846153846
KAILUA,"OTHER AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE",22502.5
AIEA,CATERERS,22500.0
"EWA BEACH",LOCKSMITHS,22500.0
KAAAWA,"JANITORIAL SERVICES",22500.0
KAPAA,"RECREATIONAL GOODS RENTAL",22500.0
KURTISTOWN,"ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES",22500.0
LIHUE,"OTHER SNACK FOOD MANUFACTURING",22500.0
HONOLULU,"SPORTS AND RECREATION INSTRUCTION",22498.0076923077
HONOLULU,"GRAPHIC DESIGN SERVICES",22484.3914634146
KAILUA-KONA,"MORTGAGE AND NONMORTGAGE LOAN BROKERS",22450.0
KAHULUI,"HOUSEHOLD APPLIANCES, ELECTRIC HOUSEWARES, AND CONSUMER ELECTRONICS MERCHANT WHOLESALERS",22449.5
KILAUEA,"OTHER MANAGEMENT CONSULTING SERVICES",22444.5
WAIPAHU,"FINE ARTS SCHOOLS",22443.4
KAMUELA,"ALL OTHER SPECIALTY TRADE CONTRACTORS",22440.0
HONOLULU,"INDUSTRIAL AND PERSONAL SERVICE PAPER MERCHANT WHOLESALERS",22438.0
KAHULUI,"SPECIAL NEEDS TRANSPORTATION",22400.0
KAILUA,"INSURANCE AGENCIES AND BROKERAGES",22388.3636363636
KANEOHE,"SHEET METAL WORK MANUFACTURING",22382.5
LAHAINA,"OFFICES OF PODIATRISTS",22371.0
"PEARL CITY","NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",22366.0
LIHUE,"ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES",22362.5
WAILUKU,"WOOD KITCHEN CABINET AND COUNTERTOP MANUFACTURING",22350.0
KAMUELA,"FLORICULTURE PRODUCTION",22333.0
WAILUKU,"RETAIL BAKERIES",22325.0
KEALAKEKUA,"ALL OTHER ANIMAL PRODUCTION",22310.0
WAIALUA,"ALL OTHER ANIMAL PRODUCTION",22310.0
KAILUA,"GIFT, NOVELTY, AND SOUVENIR STORES",22305.0
HANALEI,"BEER, WINE, AND LIQUOR STORES",22300.0
KURTISTOWN,"PET CARE (EXCEPT VETERINARY) SERVICES",22300.0
KEALAKEKUA,"OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE",22283.41
LIHUE,"MOTOR VEHICLE TOWING",22275.0
PUKALANI,"OTHER COMPUTER RELATED SERVICES",22264.0
AIEA,"GIFT, NOVELTY, AND SOUVENIR STORES",22250.0
"MOUNTAIN VIEW","COOKIE AND CRACKER MANUFACTURING",22250.0
WAILUKU,"LOCAL MESSENGERS AND LOCAL DELIVERY",22245.0
KAILUA,"MARKETING CONSULTING SERVICES",22207.5
ANAHOLA,"FARM LABOR CONTRACTORS AND CREW LEADERS",22200.0
HONOLULU,"SOAP AND OTHER DETERGENT MANUFACTURING",22200.0
KAILUA,"OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES",22200.0
HALEIWA,DISTILLERIES,22192.5
HONOLULU,"USED MERCHANDISE STORES",22191.0
WAIANAE,"ALL OTHER MISCELLANEOUS CROP FARMING",22187.5
MAKAWAO,"OTHER SNACK FOOD MANUFACTURING",22178.71
KOLOA,"DRYWALL AND INSULATION CONTRACTORS",22175.0
MILILANI,"SOFTWARE AND OTHER PRERECORDED COMPACT DISC, TAPE, AND RECORD REPRODUCING",22172.0
LAHAINA,"GRAPHIC DESIGN SERVICES",22111.0
HILO,"FLIGHT TRAINING",22100.0
"KAILUA KONA","OTHER SOCIAL ADVOCACY ORGANIZATIONS",22100.0
WAIALUA,"NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",22100.0
KAPAA,"NEW HOUSING FOR-SALE BUILDERS",22080.0
KIHEI,,22077.3928571429
KOLOA,,22051.3833333333
KAHUKU,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",22050.0
KEALAKEKUA,"OFFICES OF REAL ESTATE APPRAISERS",22050.0
KAMUELA,"ALL OTHER INFORMATION SERVICES",22000.0
"PEARL CITY","MOTOR VEHICLE SUPPLIES AND NEW PARTS MERCHANT WHOLESALERS",22000.0
LAHAINA,"OFFICE ADMINISTRATIVE SERVICES",21975.0
WAHIAWA,"AUTOMOTIVE PARTS AND ACCESSORIES STORES",21962.6666666667
LIHUE,"RADIO STATIONS",21955.0
HANAPEPE,"LANDSCAPING SERVICES",21945.0
HALEIWA,"MASONRY CONTRACTORS",21933.3333333333
KAPOLEI,"ALL OTHER PERSONAL SERVICES",21912.7777777778
HONOLULU,"HUMAN RESOURCES CONSULTING SERVICES",21907.25
HONOLULU,"SALES FINANCING",21903.875
"EWA BEACH","BEER, WINE, AND LIQUOR STORES",21900.0
KAPAA,"FINFISH FISHING",21900.0
KAPOLEI,"TIMBER TRACT OPERATIONS",21900.0
WAHIAWA,"OTHER SOCIAL ADVOCACY ORGANIZATIONS",21900.0
KIHEI,"OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",21885.0
KULA,"INVESTMENT ADVICE",21875.0
KILAUEA,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",21836.6
HAUULA,,21835.0
HAWI,"NURSERY AND TREE PRODUCTION",21800.0
KAPAA,"ARCHITECTURAL SERVICES",21800.0
LIHUE,"HARDWARE STORES",21800.0
KAPAA,CATERERS,21794.0
KAILUA,"BARBER SHOPS",21784.5175
HOLUALOA,"SUPPORT ACTIVITIES FOR FORESTRY",21770.0
KOLOA,"FREIGHT TRANSPORTATION ARRANGEMENT",21766.0
HILO,"EMPLOYMENT PLACEMENT AGENCIES",21764.0
HILO,"FLOWER, NURSERY STOCK, AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",21748.1833333333
AIEA,"INVESTMENT ADVICE",21744.2
LAWAI,"OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING",21712.0
KOLOA,"FAMILY CLOTHING STORES",21705.0
HILO,"OTHER COMMERCIAL EQUIPMENT MERCHANT WHOLESALERS",21700.0
HONOLULU,"SPICE AND EXTRACT MANUFACTURING",21700.0
WAIALUA,"FULL-SERVICE RESTAURANTS",21700.0
HONOLULU,"OTHER ELECTRONIC PARTS AND EQUIPMENT MERCHANT WHOLESALERS",21686.25
PRINCEVILLE,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",21674.8208333333
KANEOHE,"CUSTOM COMPUTER PROGRAMMING SERVICES",21650.0
WAILUKU,"ELEMENTARY AND SECONDARY SCHOOLS",21644.0
LIHUE,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",21640.0
HONOLULU,"BAKED GOODS STORES",21610.0
WAIMANALO,"RELIGIOUS ORGANIZATIONS",21587.3333333333
WAILUKU,"DRINKING PLACES (ALCOHOLIC BEVERAGES)",21578.8
WAILUKU,"OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)",21553.4
KAILUA,"RESIDENTIAL PROPERTY MANAGERS",21531.0911111111
HILO,"OTHER MANAGEMENT CONSULTING SERVICES",21529.2857142857
MILILANI,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",21528.8
LIHUE,"SECURITY GUARDS AND PATROL SERVICES",21510.0
KANEOHE,"RECREATIONAL GOODS RENTAL",21500.0
PRINCEVILLE,"OTHER PERSONAL CARE SERVICES",21500.0
KAILUA-KONA,"TRUSTS, ESTATES, AND AGENCY ACCOUNTS",21465.0
AIEA,"INSURANCE AGENCIES AND BROKERAGES",21463.1428571429
HANALEI,"JEWELRY STORES",21458.8675
HAIKU,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",21458.0
LIHUE,"PET CARE (EXCEPT VETERINARY) SERVICES",21433.3333333333
"PEARL CITY","REFRIGERATION EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",21400.0
PRINCEVILLE,"SHOE STORES",21400.0
WAILUKU,"CHILD DAY CARE SERVICES",21374.0
HALEIWA,"JANITORIAL SERVICES",21366.6666666667
KEAAU,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",21362.692
HILO,"ALL OTHER SUPPORT SERVICES",21350.0
LAHAINA,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",21340.0
LAHAINA,"FINANCIAL TRANSACTIONS PROCESSING, RESERVE, AND CLEARINGHOUSE ACTIVITIES",21312.5
HONOLULU,"INTERIOR DESIGN SERVICES",21305.9710526316
"KAILUA KONA","LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",21300.0
KAPAA,"OTHER BUSINESS SERVICE CENTERS (INCLUDING COPY SHOPS)",21300.0
WAILUKU,"HOUSEHOLD FURNITURE (EXCEPT WOOD AND METAL) MANUFACTURING",21300.0
HONOLULU,"POULTRY HATCHERIES",21294.0
HANALEI,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",21266.0833333333
KANEOHE,"OTHER BUILDING MATERIAL DEALERS",21252.5
KAILUA-KONA,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",21250.0
HONOLULU,"WHOLESALE TRADE AGENTS AND BROKERS",21248.0434782609
KAHUKU,"JANITORIAL SERVICES",21200.0
KAILUA,"COMMERCIAL BAKERIES",21200.0
KAILUA,"OTHER SPECTATOR SPORTS",21200.0
"KAILUA KONA","INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS",21200.0
KANEOHE,"EXTERMINATING AND PEST CONTROL SERVICES",21200.0
KAMUELA,"ALL OTHER GENERAL MERCHANDISE STORES",21185.0
KANEOHE,"ALL OTHER TRAVELER ACCOMMODATION",21182.5
LIHUE,"RESIDENTIAL REMODELERS",21178.5
KAPOLEI,"ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION",21175.5
HONOLULU,,21172.3593495935
KEALAKEKUA,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",21171.6666666667
"KAILUA KONA","ALL OTHER GENERAL MERCHANDISE STORES",21167.77
HAKALAU,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",21152.0
KIHEI,"SPORTS AND RECREATION INSTRUCTION",21136.75
WAIPAHU,"FISH AND SEAFOOD MARKETS",21123.5
KANEOHE,"COMPUTER SYSTEMS DESIGN SERVICES",21105.0
KIHEI,"CLOTHING ACCESSORIES STORES",21104.32
HILO,"OTHER GRANTMAKING AND GIVING SERVICES",21100.0
HOLUALOA,"OFFICES OF DENTISTS",21100.0
WAIALUA,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",21071.25
HONOLULU,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",21057.5602439024
MILILANI,"SECURITY GUARDS AND PATROL SERVICES",21042.0
KAMUELA,"SNACK AND NONALCOHOLIC BEVERAGE BARS",21040.0
KAILUA,"CUSTOM COMPUTER PROGRAMMING SERVICES",21028.8
KILAUEA,"ALL OTHER SUPPORT SERVICES",21025.8233333333
WAIPAHU,"JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",21005.0
HONOLULU,"DRY PASTA, DOUGH, AND FLOUR MIXES MANUFACTURING FROM PURCHASED FLOUR",21000.0
KAILUA,"METAL WINDOW AND DOOR MANUFACTURING",21000.0
LIHUE,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",21000.0
WAIANAE,"NURSING CARE FACILITIES (SKILLED NURSING FACILITIES)",21000.0
WAIPAHU,"SOYBEAN FARMING",21000.0
WAILUKU,"BUSINESS ASSOCIATIONS",20974.0
ANAHOLA,"GENERAL FREIGHT TRUCKING, LOCAL",20972.5
HONOLULU,"JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",20969.3424390244
"PEARL CITY","OFFICES OF PODIATRISTS",20955.0
KAMUELA,"MUSIC PUBLISHERS",20952.0
AIEA,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",20950.0
KAPAA,"BUILDING INSPECTION SERVICES",20950.0
HILO,,20945.5714285714
WAILUKU,MUSEUMS,20935.0
HILO,"PETROLEUM AND PETROLEUM PRODUCTS MERCHANT WHOLESALERS (EXCEPT BULK STATIONS AND TERMINALS)",20920.0
KIHEI,CATERERS,20907.0
LAHAINA,"OTHER ACTIVITIES RELATED TO REAL ESTATE",20904.3333333333
"EWA BEACH","RESIDENTIAL PROPERTY MANAGERS",20900.0
HALEIWA,"ARCHITECTURAL SERVICES",20900.0
HONOLULU,"FOREST NURSERIES AND GATHERING OF FOREST PRODUCTS",20900.0
"KAILUA KONA","SHIP BUILDING AND REPAIRING",20900.0
KOLOA,"NONRESIDENTIAL PROPERTY MANAGERS",20900.0
KULA,"TRAVEL AGENCIES",20900.0
MAKAWAO,"BUSINESS ASSOCIATIONS",20900.0
MILILANI,"OPHTHALMIC GOODS MERCHANT WHOLESALERS",20900.0
MILILANI,"OTHER COMPUTER RELATED SERVICES",20900.0
WAIPAHU,"OTHER DIRECT INSURANCE (EXCEPT LIFE, HEALTH, AND MEDICAL) CARRIERS",20900.0
WAIPAHU,"SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS",20900.0
WAIPAHUAIPAHU,"BARBER SHOPS",20900.0
WAIKOLOA,"SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING",20892.5
PAIA,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",20873.0
MAKAWAO,"OTHER ACCOUNTING SERVICES",20848.75
LIHUE,"DRINKING PLACES (ALCOHOLIC BEVERAGES)",20836.985
HONOLULUULU,"OFFICES OF DENTISTS",20835.0
WAIALUA,"VOCATIONAL REHABILITATION SERVICES",20835.0
KAILUA,"MISCELLANEOUS FINANCIAL INVESTMENT ACTIVITIES",20834.0
MILILANI,"ALL OTHER LEGAL SERVICES",20833.33
HANALEI,"PAYROLL SERVICES",20833.32
KAILUA-KONA,"HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",20833.32
ANAHOLA,"TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING",20833.0
"EWA BEACH","ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES",20833.0
HAIKU,"OTHER ACTIVITIES RELATED TO REAL ESTATE",20833.0
HAIKU-PAUWELA,"ALL OTHER TRAVELER ACCOMMODATION",20833.0
HAUULA,"FLORICULTURE PRODUCTION",20833.0
HAUULA,"OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING",20833.0
HILO,"BEEF CATTLE RANCHING AND FARMING",20833.0
HONOLULULULU,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",20833.0
KAIKUA,"OTHER ACTIVITIES RELATED TO REAL ESTATE",20833.0
KAILUA,"LAND SUBDIVISION",20833.0
KAMUELA,"PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING",20833.0
KAPAA,"MARKETING CONSULTING SERVICES",20833.0
KAPAAU,"FULL-SERVICE RESTAURANTS",20833.0
KIHEI,"OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION",20833.0
KIHEI,"SECURITIES BROKERAGE",20833.0
KILAUEA,"OTHER PERSONAL CARE SERVICES",20833.0
KULA,"LESSORS OF OTHER REAL ESTATE PROPERTY",20833.0
LAHAINA,"FINISH CARPENTRY CONTRACTORS",20833.0
LAHAINA,"OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION",20833.0
"LANAI CITY","HARDWARE STORES",20833.0
MAKAWAO,"FLIGHT TRAINING",20833.0
MILILANI,"CLOTHING ACCESSORIES STORES",20833.0
"OCEAN VIEW","HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",20833.0
PAIA,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",20833.0
WAIALUA,"COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE",20833.0
WAILUKU,"ALL OTHER TELECOMMUNICATIONS",20833.0
WAILUKU,"GENERAL MEDICAL AND SURGICAL HOSPITALS",20833.0
WAIMANALO,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",20833.0
HOLUALOA,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",20832.5
KAMUELA,"OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES",20832.5
NAALEHU,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",20832.5
PRINCEVILLE,"TAX PREPARATION SERVICES",20832.5
WAILUKU,"ALL OTHER GENERAL MERCHANDISE STORES",20832.5
MILILANI,"LEGAL COUNSEL AND PROSECUTION",20832.25
ANAHOLA,FLORISTS,20832.0
HAIKU,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",20832.0
HALEIWA,"WOMEN'S, CHILDREN'S, AND INFANTS' CLOTHING AND ACCESSORIES MERCHANT WHOLESALERS",20832.0
HANALEI,"JANITORIAL SERVICES",20832.0
HONOKAA,"OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)",20832.0
HONOLULU,"PLUMBING FIXTURE FITTING AND TRIM MANUFACTURING",20832.0
"HONOLULU, HI","MARKETING CONSULTING SERVICES",20832.0
HONOULU,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",20832.0
JONOLULU,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",20832.0
KAHULUI,"ALL OTHER MISCELLANEOUS WOOD PRODUCT MANUFACTURING",20832.0
KANEOHE,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",20832.0
KANEOHE,"OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS",20832.0
KAPAAU,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",20832.0
KEAAU,"ROASTED NUTS AND PEANUT BUTTER MANUFACTURING",20832.0
KOLOA,"OFFICES OF REAL ESTATE APPRAISERS",20832.0
KURTISTOWN,"LIMITED-SERVICE RESTAURANTS",20832.0
LAHAINA,"SALES FINANCING",20832.0
PRINCEVILLE,"LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",20832.0
VOLCANO,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",20832.0
WAHIAHA,"ALL OTHER BUSINESS SUPPORT SERVICES",20832.0
WAILUKU,"OTHER MILLWORK (INCLUDING FLOORING)",20832.0
WAILUKU,"TRUSTS, ESTATES, AND AGENCY ACCOUNTS",20832.0
HONOMU,"CUSTOM ARCHITECTURAL WOODWORK AND MILLWORK MANUFACTURING",20830.0
KANEOHE,"ENGINEERING SERVICES",20830.0
KILAUEA,"OTHER INDIVIDUAL AND FAMILY SERVICES",20830.0
KULA,"INSURANCE AGENCIES AND BROKERAGES",20830.0
"MAKAWAO,","OTHER ACTIVITIES RELATED TO REAL ESTATE",20830.0
WAIALUA,"FRUIT AND VEGETABLE MARKETS",20830.0
HALEIWA,"OTHER ACTIVITIES RELATED TO REAL ESTATE",20816.5
HONOLULU,"OTHER SPECTATOR SPORTS",20816.5
AIEA,"TEMPORARY HELP SERVICES",20800.0
"EWA BEACH","INVESTIGATION SERVICES",20800.0
HAUULA,"OTHER ELECTRONIC PARTS AND EQUIPMENT MERCHANT WHOLESALERS",20800.0
HILO,"PORTFOLIO MANAGEMENT",20800.0
HONOLULU,"BUSINESS TO BUSINESS ELECTRONIC MARKETS",20800.0
HONOLULU,"INVESTMENT BANKING AND SECURITIES DEALING",20800.0
HONOLULU,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",20800.0
HONOLULU,"SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS",20800.0
KAHULUI,"SALES FINANCING",20800.0
KAILUA,"FARM MANAGEMENT SERVICES",20800.0
KALAHEO,"OTHER ACTIVITIES RELATED TO REAL ESTATE",20800.0
KAMUELA,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",20800.0
KANEOHE,"EXECUTIVE SEARCH SERVICES",20800.0
KAPOLEI,"ALL OTHER TRAVELER ACCOMMODATION",20800.0
KAPOLEI,"OFFICES OF LAWYERS",20800.0
KEAUHOU,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",20800.0
KULA,"ALL OTHER MISCELLANEOUS FOOD MANUFACTURING",20800.0
LIHUE,"FOOD SERVICE CONTRACTORS",20800.0
MILILANI,"VOCATIONAL REHABILITATION SERVICES",20800.0
PUKALANI,"FOOD SERVICE CONTRACTORS",20800.0
WAILEA,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",20800.0
WAILUKU,"LIMOUSINE SERVICE",20800.0
WAIMANALO,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",20800.0
WAIPAHU,"TIMBER TRACT OPERATIONS",20800.0
KOLOA,"GIFT, NOVELTY, AND SOUVENIR STORES",20783.32
"KAILUA KONA","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",20777.25
KAILUA,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",20766.4
KULA,"ALL OTHER PERSONAL SERVICES",20764.0
HONOLULU,"MISCELLANEOUS INTERMEDIATION",20760.458
HONOLULU,"HUNTING AND TRAPPING",20760.2
HALEIWA,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",20760.0
KAILUA,"DIAGNOSTIC IMAGING CENTERS",20750.0
"LANAI CITY","MEN'S CLOTHING STORES",20730.0
HAIKU,"OTHER BUILDING EQUIPMENT CONTRACTORS",20709.5
HAWI,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",20700.0
KAILUA,"GENERAL AUTOMOTIVE REPAIR",20700.0
KAILUA,"INDUSTRIAL AND PERSONAL SERVICE PAPER MERCHANT WHOLESALERS",20700.0
WAHIAWA,"OTHER MARINE FISHING",20700.0
WAILUKU,"FINFISH FISHING",20700.0
AIEA,"ICE CREAM AND FROZEN DESSERT MANUFACTURING",20692.0
HANALEI,"ART DEALERS",20667.165
HONOLULU,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",20647.0164
KAPAA,"JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",20630.0
MILILANI,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",20626.8
KAHUKU,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",20625.0
"KAILUA KONA","ART DEALERS",20613.0
KALAHEO,"PORTFOLIO MANAGEMENT",20600.0
LAHAINA,"ALL OTHER BUSINESS SUPPORT SERVICES",20600.0
MILILANI,"PHOTOFINISHING LABORATORIES (EXCEPT ONE-HOUR)",20600.0
WAILUKU,"ALL OTHER SUPPORT SERVICES",20596.0
WAILUKU,"FROZEN FRUIT, JUICE, AND VEGETABLE MANUFACTURING",20587.5
KAPOLEI,"PASSENGER CAR RENTAL",20583.34
KANEOHE,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",20568.125
HILO,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",20554.6666666667
"KAILUA KONA","DRINKING PLACES (ALCOHOLIC BEVERAGES)",20554.6666666667
LIHUE,"LANDSCAPING SERVICES",20553.75
KAILUA,"OTHER ACCOUNTING SERVICES",20544.7857142857
HANALEI,"TRAVEL AGENCIES",20540.0
KALAHEO,"SNACK AND NONALCOHOLIC BEVERAGE BARS",20527.0
KANEOHE,"INSURANCE AGENCIES AND BROKERAGES",20516.0
NINOLE,"TRUSTS, ESTATES, AND AGENCY ACCOUNTS",20505.0
HONOLULU,"MUSICAL INSTRUMENT MANUFACTURING",20500.0
"KAILUA KONA","OTHER DIRECT SELLING ESTABLISHMENTS",20500.0
KAPAA,"FROZEN SPECIALTY FOOD MANUFACTURING",20494.0
WAIPAHU,"OTHER DIRECT SELLING ESTABLISHMENTS",20485.0
PUKALANI,"ENGINEERING SERVICES",20480.0
KAMUELA,"OTHER GRANTMAKING AND GIVING SERVICES",20470.0
